"從"(1):	 [0, 1, 3, 3] (6)
"猶"(1):	 [0, 1, 4, 0] (6)
"則"(1):	 [0, 1, 4, 1] (6)
"訟"(1):	 [0, 2, 0, 2] (6)
"肯"(1):	 [0, 2, 0, 3] (6)
"莫"(1):	 [0, 2, 1, 2] (6)
"柳"(1):	 [0, 2, 1, 3] (6)
"氣"(1):	 [0, 2, 2, 0] (6)
"托"(1):	 [0, 2, 2, 1] (6)
"般"(1):	 [0, 2, 3, 0] (6)
"絲"(1):	 [0, 2, 3, 1] (6)
"暮"(1):	 [0, 2, 4] (6)
"〈"(1):	 [0, 3, 0, 2] (6)
"午"(1):	 [0, 3, 0, 3] (6)
"腔"(1):	 [0, 3, 1, 2] (6)
"範"(1):	 [0, 3, 1, 3] (6)
"鏡"(1):	 [0, 3, 2, 0] (6)
"郎"(1):	 [0, 3, 2, 1] (6)
"蘄"(1):	 [0, 3, 3, 0] (6)
"頌"(1):	 [0, 3, 3, 1] (6)
"曲"(1):	 [0, 3, 4] (6)
"豈"(1):	 [0, 4, 2] (6)
"士"(1):	 [0, 4, 3] (6)
"句"(1):	 [1, 0, 0, 4] (6)
"山"(1):	 [1, 0, 1, 4] (6)
"鄧"(1):	 [1, 0, 2, 2] (6)
"押"(1):	 [1, 0, 2, 3] (6)
"省"(1):	 [1, 0, 3, 2] (6)
"拙"(1):	 [1, 0, 3, 3] (6)
"斜"(1):	 [1, 0, 4, 0] (6)
"城"(1):	 [1, 0, 4, 1] (6)
"許"(1):	 [1, 1, 2, 2] (6)
"草"(1):	 [1, 1, 2, 3] (6)
"迥"(1):	 [1, 1, 3, 2] (6)
"二"(1):	 [1, 1, 3, 3] (6)
"到"(1):	 [1, 1, 4, 0] (6)
"恩"(1):	 [1, 1, 4, 1] (6)
"望"(1):	 [1, 2, 0, 2] (6)
"辛"(1):	 [1, 2, 0, 3] (6)
"色"(1):	 [1, 2, 1, 2] (6)
"世"(1):	 [1, 2, 1, 3] (6)
"耶"(1):	 [1, 2, 2, 0] (6)
"龍"(1):	 [1, 2, 2, 1] (6)
"九"(1):	 [1, 2, 3, 0] (6)
"老"(1):	 [1, 2, 3, 1] (6)
"奮"(1):	 [1, 2, 4] (6)
"散"(1):	 [1, 3, 0, 2] (6)
"易"(1):	 [1, 3, 0, 3] (6)
"鄉"(1):	 [1, 3, 1, 2] (6)
"低"(1):	 [1, 3, 1, 3] (6)
"若"(1):	 [1, 3, 2, 0] (6)
"甲"(1):	 [1, 3, 2, 1] (6)
"雙"(1):	 [1, 3, 3, 0] (6)
"皇"(1):	 [1, 3, 3, 1] (6)
"歌"(1):	 [1, 3, 4] (6)
"料"(1):	 [1, 4, 2] (6)
"玩"(1):	 [1, 4, 3] (6)
"增"(1):	 [2, 0, 0, 2] (6)
"生"(1):	 [2, 0, 0, 3] (6)
"訊"(1):	 [2, 0, 1, 2] (6)
"種"(1):	 [2, 0, 1, 3] (6)
"入"(1):	 [2, 0, 2, 0] (6)
"事"(1):	 [2, 0, 2, 1] (6)
"英"(1):	 [2, 0, 3, 0] (6)
"最"(1):	 [2, 0, 3, 1] (6)
"經"(1):	 [2, 0, 4] (6)
"兩"(1):	 [2, 1, 0, 2] (6)
"張"(1):	 [2, 1, 0, 3] (6)
"齋"(1):	 [2, 1, 1, 2] (6)
"扈"(1):	 [2, 1, 1, 3] (6)
"及"(1):	 [2, 1, 2, 0] (6)
"奇"(1):	 [2, 1, 2, 1] (6)
"萬"(1):	 [2, 1, 3, 0] (6)
"略"(1):	 [2, 1, 3, 1] (6)
"空"(1):	 [2, 1, 4] (6)
"寶"(1):	 [2, 2, 2] (6)
"止"(1):	 [2, 2, 3] (6)
"妻"(1):	 [2, 3, 2] (6)
"清"(1):	 [2, 3, 3] (6)
"卒"(1):	 [2, 4, 0] (6)
"榮"(1):	 [2, 4, 1] (6)
"寫"(1):	 [3, 0, 0, 2] (6)
"貧"(1):	 [3, 0, 0, 3] (6)
"齊"(1):	 [3, 0, 1, 2] (6)
"至"(1):	 [3, 0, 1, 3] (6)
"箏"(1):	 [3, 0, 2, 0] (6)
"金"(1):	 [3, 0, 2, 1] (6)
"化"(1):	 [3, 0, 3, 0] (6)
"盼"(1):	 [3, 0, 3, 1] (6)
"靈"(1):	 [3, 0, 4] (6)
"煙"(1):	 [3, 1, 0, 2] (6)
"勞"(1):	 [3, 1, 0, 3] (6)
"寧"(1):	 [3, 1, 1, 2] (6)
"圍"(1):	 [3, 1, 1, 3] (6)
"元"(1):	 [3, 1, 2, 0] (6)
"己"(1):	 [3, 1, 2, 1] (6)
"誠"(1):	 [3, 1, 3, 0] (6)
"妙"(1):	 [3, 1, 3, 1] (6)
"能"(1):	 [3, 1, 4] (6)
"成"(1):	 [3, 2, 2] (6)
"火"(1):	 [3, 2, 3] (6)
"皋"(1):	 [3, 3, 2] (6)
"丑"(1):	 [3, 3, 3] (6)
"歸"(1):	 [3, 4, 0] (6)
"輕"(1):	 [3, 4, 1] (6)
"秀"(1):	 [4, 0, 2] (6)
"熟"(1):	 [4, 0, 3] (6)
"雅"(1):	 [4, 1, 2] (6)
"叟"(1):	 [4, 1, 3] (6)
"半"(1):	 [4, 2, 0] (6)
"封"(1):	 [4, 2, 1] (6)
"餘"(1):	 [4, 3, 0] (6)
"陽"(1):	 [4, 3, 1] (6)
"怒"(1):	 [4, 4] (6)
"飯"(1):	 [0, 0, 0, 0, 4] (7)
"指"(1):	 [0, 0, 0, 2, 2] (7)
"思"(1):	 [0, 0, 0, 2, 3] (7)
"希"(1):	 [0, 0, 0, 3, 2] (7)
"樓"(1):	 [0, 0, 0, 3, 3] (7)
"逋"(1):	 [0, 0, 1, 2, 2] (7)
"郵"(1):	 [0, 0, 1, 2, 3] (7)
"浪"(1):	 [0, 0, 1, 3, 2] (7)
"冰"(1):	 [0, 0, 1, 3, 3] (7)
"口"(1):	 [0, 0, 2, 4] (7)
"酬"(1):	 [0, 0, 3, 4] (7)
"春"(1):	 [0, 0, 4, 2] (7)
"蹕"(1):	 [0, 0, 4, 3] (7)
"底"(1):	 [0, 1, 0, 2, 2] (7)
"拳"(1):	 [0, 1, 0, 2, 3] (7)
"辦"(1):	 [0, 1, 0, 3, 2] (7)
"描"(1):	 [0, 1, 0, 3, 3] (7)
"絕"(1):	 [0, 1, 1, 2, 2] (7)
"臨"(1):	 [0, 1, 1, 2, 3] (7)
"里"(1):	 [0, 1, 2, 4] (7)
"侯"(1):	 [0, 1, 3, 4] (7)
"侮"(1):	 [0, 1, 4, 2] (7)
"楊"(1):	 [0, 1, 4, 3] (7)
"哉"(1):	 [0, 2, 0, 4] (7)
"況"(1):	 [0, 2, 1, 4] (7)
"仗"(1):	 [0, 2, 2, 2] (7)
"異"(1):	 [0, 2, 2, 3] (7)
"居"(1):	 [0, 2, 3, 2] (7)
"象"(1):	 [0, 2, 3, 3] (7)
"心"(1):	 [0, 3, 0, 4] (7)
"租"(1):	 [0, 3, 1, 4] (7)
"詠"(1):	 [0, 3, 2, 2] (7)
"率"(1):	 [0, 3, 2, 3] (7)
"憐"(1):	 [0, 3, 3, 2] (7)
"定"(1):	 [0, 3, 3, 3] (7)
"似"(1):	 [0, 4, 4] (7)
"然"(1):	 [1, 0, 2, 4] (7)
"踏"(1):	 [1, 0, 3, 4] (7)
"樹"(1):	 [1, 0, 4, 2] (7)
"炊"(1):	 [1, 0, 4, 3] (7)
"和"(1):	 [1, 1, 2, 4] (7)
"如"(1):	 [1, 1, 3, 4] (7)
"星"(1):	 [1, 1, 4, 2] (7)
"葉"(1):	 [1, 1, 4, 3] (7)
"學"(1):	 [1, 2, 0, 4] (7)
"翰"(1):	 [1, 2, 1, 4] (7)
"家"(1):	 [1, 2, 2, 2] (7)
"蝴"(1):	 [1, 2, 2, 3] (7)
"懷"(1):	 [1, 2, 3, 2] (7)
"謂"(1):	 [1, 2, 3, 3] (7)
"字"(1):	 [1, 3, 0, 4] (7)
"婦"(1):	 [1, 3, 1, 4] (7)
"須"(1):	 [1, 3, 2, 2] (7)
"西"(1):	 [1, 3, 2, 3] (7)
"席"(1):	 [1, 3, 3, 2] (7)
"督"(1):	 [1, 3, 3, 3] (7)
"屈"(1):	 [1, 4, 4] (7)
"寄"(1):	 [2, 0, 0, 4] (7)
"韻"(1):	 [2, 0, 1, 4] (7)
"國"(1):	 [2, 0, 2, 2] (7)
"鐘"(1):	 [2, 0, 2, 3] (7)
"愛"(1):	 [2, 0, 3, 2] (7)
"登"(1):	 [2, 0, 3, 3] (7)
"華"(1):	 [2, 1, 0, 4] (7)
"鄂"(1):	 [2, 1, 1, 4] (7)
"於"(1):	 [2, 1, 2, 2] (7)
"小"(1):	 [2, 1, 2, 3] (7)
"騎"(1):	 [2, 1, 3, 2] (7)
"渾"(1):	 [2, 1, 3, 3] (7)
"先"(1):	 [2, 2, 4] (7)
"桐"(1):	 [2, 3, 4] (7)
"詞"(1):	 [2, 4, 2] (7)
"窺"(1):	 [2, 4, 3] (7)
"晉"(1):	 [3, 0, 0, 4] (7)
"可"(1):	 [3, 0, 1, 4] (7)
"毆"(1):	 [3, 0, 2, 2] (7)
"客"(1):	 [3, 0, 2, 3] (7)
"遇"(1):	 [3, 0, 3, 2] (7)
"近"(1):	 [3, 0, 3, 3] (7)
"霄"(1):	 [3, 1, 0, 4] (7)
"架"(1):	 [3, 1, 1, 4] (7)
"古"(1):	 [3, 1, 2, 2] (7)
"仙"(1):	 [3, 1, 2, 3] (7)
"攬"(1):	 [3, 1, 3, 2] (7)
"遙"(1):	 [3, 1, 3, 3] (7)
"雄"(1):	 [3, 2, 4] (7)
"蝶"(1):	 [3, 3, 4] (7)
"招"(1):	 [3, 4, 2] (7)
"陰"(1):	 [3, 4, 3] (7)
"野"(1):	 [4, 0, 4] (7)
"否"(1):	 [4, 1, 4] (7)
"首"(1):	 [4, 2, 2] (7)
"今"(1):	 [4, 2, 3] (7)
"分"(1):	 [4, 3, 2] (7)
----------------------------------------
Gesamtlänge der Perlenkette: 3287
